Record Name:,Data Broker Registrationses,,,,,,,,,,,,,,,,,
Exported On:,"Jun 4, 2026 11:15 AM",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Registration Number,Full Legal Name,Primary Physical Address,Data Broker Email Address,Website,Consumer Rights Link,Telephone Number,Contact Person,Categories of Data Processed and Transferred,Purchaser Credentialing Process,Data of a Known Child,Data of a Known Child - Additional Details,Data of a Known Child - Law Compliance,Number of Security Breaches,Security Breaches - Additional Details,Additional Information or Explanation,Authorized Person,Authorized Person Title,Submitted On
20250148,Bachmanity Inc.,"12165 WOODS BAY PL , CARMEL , IN , 46033-9527 , United States",privacy@aviato.co,https://aviato.co/,https://www.aviato.co/legal/privacy,3178695671,Micah Johnson,"Geolocation, names of individuals, names of family members, DoB, financial information, information revealing union membership, information revealing ethnicity, information that alone or in combination with other information that is sold or licensed, can reasonably be associated with an individual",No,No,,,0,,,Zane Witherspoon,Authorized Registrant,4/21/2026
20250147,"Command Precision, Inc.","240 DEVONSHIRE ST , BOSTON , MA , 02110-2155 , United States",privacy@persistent.id,https://persistent.id,https://www.trustsuperset.com/dsrs?orgId=7b774bc1-608f-8c4c-bb90-453b1540f48b,6465350201,Peter Damato,"Individual name
Location
Professional Employment History
Education
Email Address
Phone Numbers
Social Media Profile Links",No,No,,,0,,,Superset Labs PBC,Authorized Registrant,4/8/2026
20250146,"InfoPay, Inc","227 Lewis Wharf , Boston , Massachusetts , 02110 , United States",compliance@infopay.com,https://www.infopay.com/,https://www.infopay.com/privacy,8003099351,Jessica Gupta,"The categories of data processed and transferred include individual identifiers, payment and transaction information, communications and preferences, additional information provided by users, information automatically collected, and information received from third parties.
Individual identifiers such as names, email addresses, physical billing addresses, phone numbers, business names, and demographic details like age or date of birth are collected to operate and enhance the services, maintain user accounts, provide requested information and services, manage third-party relationships, and ensure compliance with legal requirements. Payment and transaction information, including credit card numbers, names, CVV codes, and expiration dates, is processed to facilitate purchases, maintain accounts, and fulfill any purposes disclosed at the time of data collection.
Communications with us, including messages, feedback, user preferences, and other information shared directly with the company, are used to operate and improve the services, personalize user experiences, respond to inquiries, and for marketing purposes, including sending promotional materials. Any additional information provided by users is utilized similarly to improve services and for any disclosed purposes at the time of collection.
Information automatically collected from users includes IP addresses, usage dates and times, device types, geographic data, browsing activities, and device identifiers. This data helps operate, maintain, and improve the services, understand user behavior, perform business analyses, and enhance security. Finally, information received from third parties, such as publicly available records matching user searches, is used to operate and improve the services and content on the platform.
Each category of data is collected and processed for specific operational, analytical, marketing, and compliance purposes, with transparency at the time of collection or based on user consent. ",Yes,No,,,0,,"InfoPay offers clear privacy choices, allowing users to exercise their rights regarding the processing of personal information under applicable laws. Users can opt out of having their information displayed on the website by submitting a removal request through a simple online form or by contacting privacy@infpay.com. For those covered under the Daniel Anderl Judicial Security and Privacy Act or relevant laws, InfoPay provides a specific process for requesting the removal of personal information via the same email. Additionally, users have the right to know if their data is being processed, request corrections or deletions, opt out of the sale of their information, and appeal any denied requests. InfoPay ensures these requests, submitted to privacy@infpay.com, are handled efficiently and without discrimination.",Jessica Gupta,COO,4/21/2026
20250145,"VisitorID, LLC","305 N. Main Unit #155 , TAYLOR , TX , 76574-3642 , United States",privacyofficer@visitorid.com,visitorid.com,,8184443006,Jason Rudolph,"We collect and manage data on behalf of advertising and publishing partners for interest targeting and lead quality management. We may receive: name, address, city, state, zip, email, IP address, device ID, general geolocation, and publicly available information.

",No,No,,,0,,All data practices can be found in our privacy policy - https://visitorid.com/legal,Jason Rudolph,Manager,7/9/2025
20250144,"upcell, LLC.","6 LIBERTY SQ PMB 455 , Walpole , MA , 02081 , United States",policy@upcell.io,https://www.upcell.io/,https://www.upcell.io/data-claim,8555257940,Mark Bedard,"- Personal email
- Professional email
- Personal or professional telephone number, and postal address
- IP address
- A cookie or device identifier, which uniquely identifies your browser or device
- Usage data related to your email interactions, such as whether you receive, open or respond to an email, and related information, as well as whether an email is or recently has been in use
- Usage data related to your website interactions, such as whether you visit or log in to a website, page visits and related information
- Information and actions associated with consumer interactions, such as success rates of consumer outreach (whether by phone, email or other channels), and in turn which consumers (or types of consumers) may be interested in which types of products
- Demographic information, such as inferenced income or age range, household size, or home ownership, and personal information such as jobs held or educational institutions attended.
- Information regarding consumer interests, such as what type of products you may be interested in, or what types of hobbies you might have, such as whether you are a likely pet owner or a frequent traveler. ",Yes,No,,,0,,,Mark Bedard,CEO,4/10/2026
20250143,MarketOps LLC,"401 RYLAND ST STE 200A , RENO , NV , 89502-1672 , United States",privacy@marketops.com,https://www.marketops.com,,8662512412,Rory Sutherland,"Identifiers
 - First Name
 - Last Name
 - Email Address
 - Phone Number
 - IP Address
 - Device Identifier

Commercial and Transactional Data
 - Purchase History

Internet or Other Electronic Network Activity
 - Browsing History
 - Cookie Data and Analytics",Yes,No,,,0,,"The MarketOps system adheres to strict data minimization and privacy protection protocols in accordance with current regulatory requirements. We process only anonymized consumer interactions that are specifically relevant to each client's business operations, following established data privacy frameworks. The platform aggregates anonymized browsing signals into statistical trends, maintaining user privacy while providing market insights. All data collection and processing follows privacy-by-design principles, including data minimization, purpose limitation, and strict anonymization protocols. Our privacy-centric architecture ensures regulatory compliance while enabling clients to access aggregated market intelligence. The system employs multiple technical safeguards to maintain user anonymity throughout data processing and analysis workflows, with no ability to re-identify individual users. We maintain comprehensive documentation of our privacy protection measures and regularly review our processes to ensure alignment with evolving privacy regulations and industry standards.",Rory Sutherland,CPO,7/5/2025
20250142,Speedeon Data LLC,"5875 Landerbrook Dr. Suite 130 , Cleveland , Ohio , 44124 , United States",accounting@speedeondata.com,https://speedeondata.com/,https://speedeondata.com/privacy-policy/,4402642100,John Lavelle,"Business Data: Includes data about U.S. businesses, their locations and firmographics.
Consumer Data:  Attributes including consumer name, address, email address, and other contact data. 
Demographic and Statistical Data: Attributes such as marital status, sex, interests.
Modeled Demographic Data: Attributes drawn or created from demographic data reflecting a consumer's potential  preferences, characteristics, predispositions, and interests.
Sensitive Data: potential religious affiliation, ethnicity, health data.",Yes,No,,,0,,,John Lavelle,Controller,3/9/2026
20250141,"Yobi Ventures, Inc. ","136 E 76TH ST APT 4B , NEW YORK , NY , 10021-2830 , United States",privacy@yobi.ai,www.yobi.ai,,9136264257,Kelly  Peterson ,"Processed: Personal Identifiers, retail purchase information, commercial information, internet activity data, inferences drawn from personal data, device information, demographic information ",No,No,,,0,,,Kelly Peterson ,Chief Privacy and Compliance Officer,7/9/2025
20250140,"Carry Technologies, Inc","2261 Market St #5225 , SF , California , 94114 , United States",legal@hightouch.com,hightouch.com,hightouch.com/privacy-policy,3392261809,Cherry Miao,"We may obtain personal information from third-party providers of information used to target, optimize or measure advertising campaigns. This information includes email addresses, phone numbers, device identifiers, and cookie identifiers, along with information about consumer interests, demographics, and behaviors. We only work with trusted partners who commit to comply with applicable data protection laws. We match this data with consumer data we obtain from our customers and make it available to a specific customer to help improve its advertising initiatives.",Yes,No,,,0,,,Katherine Mannion,Sr Counsel,2/16/2026
20250139,"Giant Partners, Inc.","1461 Lawrence Dr. , Thousand Oaks , California , 91320 , United States",nikki@giantpartners.com,www.giantpartners.com,,8052671575,Sheldon Katz,"a. Personally Identifiable Information (“PII”), which includes your first and last name, home or other physical address, telephone number, email address, user id, other identifiers that permit physical or online contact with you, or any information about you collected online and maintained in personally identifiable form in combination with any of the preceding categories.  You also may view or engage with our Sites and its Services through third-party social networking Sites or social media plug-ins and applications. When you engage with the Sites and its content through such third-party Sites, plug-ins or applications, we may have access to certain information from your social media profile, such as your name, photo, gender, birthday, location, videos, your list of friends, etc. This information is included in the definition of PII.

b. Non-personally identifiable information (“non-PII”) such as, the type of browser you are using, the type of operating system you are using, the web pages you have visited sites visited before and after you visit the Sites, the type of handheld or mobile device used to access the Sites or other device-specific information.",Yes,No,,,0,,None,Sheldon Katz,COO,7/23/2025
20250138,Monevo Inc,"555 W ADAMS ST , CHICAGO , IL , 60661-3719 , United States",Privacy@transunion.com,www.transunion.com,https://www.transunion.com/consumer-privacy,8663108783,David Healy,"Categories of personal data which may be collected: Identifiers (name, address, phone number, email); Sensitive Data (government identifiers, Social Security numbers, age/date of birth, racial or ethnic origin, religious or philosophical beliefs, marital status, political affiliation, language, gender); Commercial Data; Inferences drawn from other Personal Data; Internet or other similar electronic network activity (cookies, preferences, IP address); Biometric Data Sensory Data; Device Data; Geolocation Data; Employment-Related Data; Education Data",Yes,No,,,0,,"Monevo may sell/share categories of Personal Data (except government identifiers, biometric, education, sensory, and precise geolocation data) to third parties, e.g., customers, in connection with the delivery of our services.

To opt out of receiving marketing messages, visit: 
- https://www.dmachoice.org/
- https://thenai.org/how-to-opt-out/
- https://optout.aboutads.info

Monevo also offers opt-out and data privacy rights consistent with comprehensive privacy laws in applicable states; more information is available at https://www.transunion.com/privacy.",David Healy,US Privacy Operations,5/13/2026
20250137,LiveIntent,"3 PARK AVENUE , NEW YORK , NY , 10016 , United States",bhayes@zetaglobal.com,www.liveintent.com,https://privacy.liveintent.com/,2023687202,Benjamin Hayes,"Hashed email address, IP address, cookie (and associated online content consumption data), user agent, and time stamp",Yes,No,,,0,,LiveIntent's primary business is to help commercial senders of newsletters generate revenue by putting ads into emails as they are opened by recipients.  LiveIntent operates essentially as a supply-side platform by enabling the placement of programmatic online ads in its client's emails.  LiveIntent also has an ancillary business providing linkages between hashed email addresses and other online identifiers to third parties as part of an enterprise data licensing business.,Benjamin Hayes,Chief Privacy Officer,4/23/2026
20250135,"BDO GCI, LLC","225 W. Randolph Street, Suite 2200 , Chicago , IL , 60606 , United States",privacy@bdo-gci.com, https://www.bdo.com/do-not-sell-my-personal-information,https://www.bdo.com/do-not-sell-my-personal-information,6165758785,Patrick Ansah,"BDO GCI is retained by its clients to research and provide personal information about subjects in the form of reports as part of investment, transactional, and other due diligence. As part of these services, BDO GCI may process various categories of information about the subject, including the subject’s employment and educational history, media reports concerning the subject, court records and other public records, social media activity, and information that BDO GCI may collect or receive in the course of its research into the individual.",Yes,Yes,"BDO GCI does not perform its research services on minors under 13, though it may sometimes collect information about an individual’s children in the course of researching that individual (e.g., if such information is available in news articles or other public sources about the individual). Any such information would be subject to rights, practices and other disclosures in our privacy policy.","We do not knowingly collect any Personal Information from children under 13 without prior verifiable parental consent. If BDO GCI learns that a child under the age of 13 has submitted Personal Information without parental consent, we will take all reasonable measures to delete the information as soon as possible and to not use such information for any purpose, except where necessary to protect the safety of the child or others as required or allowed by law. ",0,,"BDO GCI is an affiliate of BDO USA, P.C. BDO USA, P.C. does not sell any personal information obtained in the course of providing Tax, Audit & Assurance, and other Advisory services to its clients. With respect to the question on our “purchaser credentialing process,” we understand that you are referring to BDO GCI’s process for intaking new clients and requirements around data usage by clients. BDO GCI has a client intake process, which includes template contractual terms designed to limit the use of BDO GCI reports to lawful purposes.
For additional information on BDO GCI’s privacy practices, please see our Privacy Policy, available at: https://www.bdo.com/privacy-policy.  ",Patrick Ansah ,Managing Director,3/25/2026
20250134,"Clay Labs, LLC","111 W 19TH ST FL 5 , NEW YORK , NY , 10011-4166 , United States",privacy@clay.com,clay.com,https://privacy.clay.com/policies?name=privacy-policy,3477629282,Varun Anand,"Professional contact details such as name, phone number, job, title, and email address.",Yes,No,,,0,,,Zane Witherspoon,Authorized Registrant,4/21/2026
20250133,Catalina Marketing Corporation,"200 Carillion Parkway , Saint Petersburg , Florida , 33716 , United States",privacyteam@catalina.com,www.catalina.com,,7275795000,Ariana Voigt,"Personal Identifiers - We may collect personal identifiers (such as name or frequent shopper ID/Loyalty ID.) We may also collect address, telephone number(s), and email address(es).
Commercial Information - We receive commercial information such as products or services purchased, obtained, or considered, to include consuming histories or tendencies. Specific elements may include purchase date, copies of receipts, purchase locations, and information about coupon use.
Demographic Information - such as age and gender to provide and improve our services and for marketing purposes.
Non-precise geolocation data - such as location derived from IP addresses. We use this information to provide and improve our services and for marketing purposes.
Inferences - We draw inferences from the personal information we collect, and these inferences are used for the same purposes as for which the information was collected. These are based upon commercial information shopper profiles about a consumer’s preferences, characteristics, psychological trends, predispositions, behaviors, and attitudes. We do not make such inferences with regards to consumer health conditions, philosophical or religious beliefs, race, or sexual orientation or gender identity.
Internet/Electronic Network Activity Information – We may collect IP Address, Internet and Electronic Network Activity Information, including but not limited to, browser, browsing history, search history, and information regarding a consumer’s interaction with an Internet Web site, application, or advertisement.
Professional or Employment-related Information - Current or past job history or performance evaluation is collected on current and past employees as well as job applications.
Sensitive Personal Data Geolocation - We receive geolocation, such as Zip Level Data, from our clients to connect with customers in close physical proximity to their business, exponentially increasing the effectiveness of a marketing campaign.",Yes,No,,,0,,"For more information on data collecting practices, please see our Privacy Notice for Texas Residents at www.catalina.com/legal#privacy-notice or email us at privacyteam@catalina.com.",Ariana Voigt,Chief Privacy Officer,6/23/2025
20250132,West Publishing Corporation,"2900 Ames Crossing , Eagan , Minnesota , 55121 , United States",privacy.enquiries@thomsonreuters.com,https://www.thomsonreuters.com,https://www.thomsonreuters.com/en/trust-center/data-privacy-information,6516877000,Steven Fox,"Personal data: Identifiers (name, address, phone number, email); Sensitive Data (government identifiers, Social Security numbers, age/date of birth, gender); Commercial Data; Internet or other similar electronic network activity (cookies, preferences, IP address); Professional or Employment-Related Data.",Yes,No,,,0,,https://www.thomsonreuters.com/en/privacy-statement.html,Steven Fox,"Director, Product Management",5/4/2026
20250131,Cognism Inc.,"33 Arch Street , Boston , Massachusetts , 02110 , United States",legal@cognism.com,cognism.com,https://cognism.privacy.saymine.io/cognism,442038580822,Sev Monnot,"The categories of personal data processed include: name, employer, business email address, business address, contact number, job title, LinkedIn url.",No,No,,,0,,,Daniel Vogel,Chief Finance Officer,5/6/2026
20250130,"TrueData Solutions, Inc.","1 E Erie St, Suite 525-4083 , Chicago , Illinois , 60611 , United States",privacy@truedata.co,www.truedata.co,https://info-prod.truedata.co/access-delete-request,4154899252,Abbey Martin,"IP ADDRESS; EMAIL ADDRESS; NAME (FIRST AND LAST); PHONE NUMBER; COOKIES; COOKIE IDS; AND OTHER SIMILAR ONLINE IDS; MOBILE ADVERTISING ID; UID2.0; CTV IDS (IFA, IFA_TYPE); DETERMINISTIC SHARED IDENTIFIERS; HOME IP; DEVICE CHARACTERISTICS; APP INSTALL DATA; SITE VISITATION DATA; TIMESTAMP; PRIVACY SIGNALS; AMBIENT SIGNALS; SSID/WIFI; ACCELEROMETER; PURCHASE & TRANSACTION DATA; LANGUAGE; EDUCATION; EMPLOYMENT AND EMPLOYMENT-RELATED INFORMATION; INDUSTRY; HOMEOWNER; HOUSEHOLD INCOME AND SIZE; MARITAL STATUS; PRESENCE AND NUMBER OF CHILDREN; PRECISE LOCATION (Processed exclusively in the capacity of a Service Provider); TIME ZONE; AGE; COUNTRY CODE; ADDRESS; AND INFERENCES DRAWN TO CREATE A PROFILE ABOUT A CONSUMER; GENDER; NON-PRECISE LOCATION",Yes,No,,,0,,"We collect information from public and private sources, including aggregated data sources, and from our corporate providers. The categories of data we may collect include identifiers, demographic information, geolocation information, commercial information, device and site usage data, cross-device linking data, and inferences derived from these data. In the prior 12 months (including December 2025 and earlier), we processed sensitive personal information such as ethnicity and precise geolocation. As of March 2026, we do not currently process sensitive personal information other than limited, transient conduit processing of precise location data in the capacity as a Service Provider/Processor for a legacy workflow; we do not store precise location in our databases and are sunsetting this workflow.",Abbey Martin,Legal Counsel,3/12/2026
20250129,360 Media Direct,"653 W FALLBROOK AVE STE 101 , FRESNO , CA , 93711-5503 , United States",privacy@360mediadirect.com,360mediadirect.com,https://360mediadirect.com/privacy-policy/,8002583350,Christopher Jones,"Magazine subscriber data
First Name
Last Name
Mailing Address
City
State
Zip Code
Email Address",No,No,,,0,,,Christopher Jones,CIO,3/23/2026
20250128,eContext.ai Limited,"116 W HUBBARD ST , CHICAGO , IL , 60654-8542 , United States",akatavic@complementics.com,complementics.com,https://www.complementics.com/opt-out,8722152068,Ante Katavic,Precise geolocation data,Yes,No,,,0,,,Ante Katavic,Chief Technology Officer,1/23/2026
20250127,"ZipStorm, Inc.","1100 12th Avenue NE, Suite 150 , Bellevue , Washington , 98004 , United States",privacy@seekout.com,seekout.com,,2064871983,Samuel Shaddox,"SeekOut is an online talent search and talent optimization solution that allows customers to (i) discover and engage with internal and external candidates; and (ii) analyze attributes of existing personnel for internal talent purposes, including through the compilation and maintenance of the SeekOut Candidate Database. We collect the following categories of data in the provision of our Services for the purposes set forth in our Privacy Notice:

Data You or Our Customers Provide To Us:
- Name
- Email address
- Job title
- Phone number
- account password
-search terms (including keywords and filter values)
-any personal information contained in customer support requests

Data We Automatically Collect From Your Device:
- Cookies
- Device information
- IP Address
- Approximate location derived from IP address
- Browser Data
- Usage information

Data in the SeekOut Candidate Database:
SeekOut maintains the SeekOut Candidate Database, which is primarily comprised of publicly available vocational information about a job candidate’s employment history, qualifications, and education.  The categories of personal data processed may include a job candidate's name, contact information, education, professional qualifications, work history, work title, and experience. The personal data processed  may also include the following categories of inferred characteristics: likelihood to change jobs, gender, race, ethnicity, and country of origin.

Data from SeekOut Job Applicants:
The personal information we collect may include job applicant's name, email address, phone number, home address, employment history, education, qualifications, and any other information provided in their application materials.

We do not knowingly collect any personal information directly from children under the age of 16.",Yes,No,,,0,,"ZipStorm, Inc. (dba SeekOut) enables all consumers, including TX residents, to opt out from the SeekOut Candidate Database. Consumers may complete their opt out request online by using our Privacy Choices Portal available at www.seekout.com/privacy/choices. Additional information regarding our data collection practices may be found in our Privacy Policy located at https://www.seekout.com/privacy.



",Sam Shaddox,General Counsel,6/20/2025
20250126,"Converge Marketing, LLC","25 W 39TH ST FL 6 , NEW YORK , NY , 10018-5657 , United States",privacy@convergemarketing.com,www.convergemarketing.com,,2122130111,Gene Tom,"Converge Marketing, LLC collects and processes various categories of personal data as part of its lead generation and advertising and marketing services, including information such as names, addresses, and email addresses which are provided by internet users via form fills. We also collect and process online identifiers and other information that does not directly identify individuals such as device IDs and cookie IDs, web browsing information, device information, IP addresses, non-precise geolocation, and inferences drawn from other data. ",Yes,No,,,0,,,Gene Tom,Associate Controller,7/1/2025
20250122,DealerDirect LLC,"4 PARKLANE BLVD STE 140 , DEARBORN , MI , 48126-4252 , United States",fdcomply@forddirect.com,www.forddirect.com,https://forddirect.privacy.saymine.io/forddirect,8448897397,Muddasar Tawakkul,"Name; email and physical address; telephone number; demographic information; device information, including imprecise geolocation; vehicle data; financial data for credit applications; social media; records of personal property, products or services purchased, obtained, or considered or other purchasing or consuming histories or tendencies; browsing history, search history, information on a consumer's interaction with a website, application or advertisement; profile reflecting a person's preferences, characteristics, predispositions, behavior, or attitudes.",No,No,,,0,,FordDirect's data collection practices are described in its consumer-facing Privacy Statement found at:  www.forddirectprivacy.com,Robin Chesterfield,Privacy Manager,5/11/2026
20250121,Knower Tech USA LLC,"225 W 34TH ST , NEW YORK , NY , 10122-0049 , United States",stephanie.mccabe@knowertech.com,https://knowertech.com/,,17802350934,Stephanie McCabe,"The data processed and transferred is the device unique mobile advertising identifier (MAID), the unique MAID type (IDFA-iOS, AAID-Android), the latitude of the event, the longitude of the event, the GPS horizontal accuracy of the event (reported in meters via device OS), the date and time of the event, the IP address at the time of the event observation, the operating system of the device (iOS or Android) and the country the event took place in. Additional data may include OS versions, geohash, anonymized publisher ID or anonymized app ID.",Yes,No,,,0,,,Stephanie McCabe,President,6/25/2025
20250120,"Equation Consulting, LLC","7950 LEGACY DR , PLANO , TX , 75024-0235 , United States",equation@finthrive.com,www.finthrive.com,https://finthrive.com/texas-data-broker-disclosure-equation-consulting?hs_preview=jhDXCUDm-205479481866,8558283147,Jen DeYoung,"Equation Consulting is a reseller CRA under FCRA and we obtain data from a third-party CRA. This data is then provided to healthcare entities who have a permissible purpose to access such data, in compliance with FCRA. We collect address, phone and email information to notify patients of appointment reminders as well as reach out for care coordination, prescription reminders and transportation for medical appointments.  We do not collect or distribute information on minors.",Yes,No,,,0,,,Jen DeYoung,"VP, Compliance & Audit",1/28/2026
20250118,"Steppingblocks, Inc.","3423 Piedmont Road NE STE R17 , Atlanta , Georgia , 30305 , United States",privacy@steppingblocks.com,www.steppingblocks.com,https://www.steppingblocks.com/privacy-ccpa,4044823420,Rob Gannaway,"Steppingblocks processes publicly available information related to education and workforce outcomes. 

Employment and career information – job titles, employers, industries, career progression, and employment history.
Educational background – schools attended, degrees earned, fields of study, and graduation years.
Professional outcomes – salary ranges, job placement rates, and career trajectories following educational programs.
Geographic information – current and past locations associated with employment or education.",Yes,No,,,0,,N/A,Rob Gannaway,CEO,5/5/2026
20250117,StackAdapt Inc.,"200 Bay Street - South Tower, Unit # 2103, PO Box #94 Toronto, Ontario M5J 2J1",privacy@stackadapt.com,stackadapt.com,https://www.stackadapt.com/legal-document-centre/platform-and-services-privacy-policy,6509993764101,Vitaly Pecherskiy,"We collect and process the following pieces of personal information related to users, households, devices, and ads for use and processing within our Platform:

Advertising identifiers (e.g., mobile advertising identifiers)
Cookie identifiers
Device identifiers
IP addresses
User agent
Referral page URL and title
Geolocation information (e.g., latitude/longitude at varying levels of specificity)
Pseudonymous identifiers we receive or derive internally (e.g., RampID; household or consumer level identifiers)
Email address
Demographic data that may be associated with one of the above identifiers

The above-described personal information collected and processed can be categorically described as follows:

Online identifiers
Offline identifiers
Geolocation data
Pseudonymous identifiers
Audience data

The following categories of personal information we’ve sold or shared in the last 12 months:
Pseudonymous identifiers (internally or externally derived)
Online identifiers
Geolocation data
Audience data
",Yes,No,,,0,,Please see our Privacy Policy for more information: https://www.stackadapt.com/legal-document-centre/platform-and-services-privacy-policy,Gail Spielberger,Senior Privacy Analyst,2/19/2026
20250115,"Digital Media Solutions, LLC","4800 140TH AVE N , CLEARWATER , FL , 33762-3874 , United States",legal@dmsgroup.com,digitalmediasolutions.com,,8772368632,Tony Saldana,"Personal Data, Publicly available information, Employee Data",No,No,,,0,,We obtain basic consumer identifiers through our owned and operated web forms and purchase data from third parties for marketing purposes. This is in conjunction with our Privacy Policy. ,Kat Giardina,Sr. Compliance Director,7/3/2025
20250114,"Elevar, LLC","2651 S Polaris Drive , Fort Worth , TX , 76 , United States",privacy@getelevar.com,getelevar.com,https://getelevar.com/consumer-personal-information-requests/,8173323681,Chris Holbert,"Employee data
Individual
Personal data
Sensitive Information - information identifying an individual's online activities over time accessing multiple Internet websites or online services",No,No,,,0,,,Chris Holbert,Corporate Attorney,4/16/2026
20250113,Media Resource Group LLC,"2430 VANDERBILT BEACH RD STE 108-558 , NAPLES , FL , 34109-2654 , United States",tom@mrginc.com,www.mrginc.com,https://mrgstaging.com/policy/mrgprivacy.html,9146495649,Thomas Marianacci,"We may collect, maintain, and access certain information you provide, information collected from your use of the website, completion of information request forms, and/or otherwise provided to us. User information may include information that can be associated with you personally (“Personal Information”). User information may include: first and last name, home addresses, email address, business address, company name, telephone number, your payment card information. We will collect Personal Information about you when you voluntarily provide it to us. When you use web site features that ask you for certain information, asking toregister for an account, log in to the web site, or purchase advertising on the web site, you provide Personal Information. We also collect records and copies of your correspondence.  

We may transfer this information by using ActiveProspect’s TrustedForm Certify Web SDK to independently document users’ consent to be contacted. The TrustedForm Certify Web SDK is embedded on our website and collects the following information when you interact with the page(s) where the script is present: page URL, mouse movements and clicks, contact information inputted by the user, a snapshot of the page, including IP address of the user’s computer, time on the page, date and time that the TrustedForm Certify Web SDK was loaded, as well as the date and time of the various user interactions with the page, and HTTP headers from the user’s browser. Data may be transferred to third party partners through their lead conduit product.  You can navigate through the web site without giving us Personal Information, but certain activities are only available to our users who log in. We may also collect Personal Information if we survey users about various topics. Responding to any such survey is entirely voluntary. We may also collect user information in the following ways:  Cookies, Clear Gifs, Passive Automatic Electronic Collection.",Yes,No,,,0,,"When data is collected a consumer has the choice to call and advise if they self report data it is electronically recorded using a third party software Trusted Forms from Active Prospect.

Data collection service is Active Prospect For more information about ActiveProspect’s data use and collection policies and practices, please review the ActiveProspect Privacy Policy, located at https://activeprospect.com/privacy-policy/. 

Media Resource Groups privacy Policy about data collection and use is located at https://mrgstaging.com/policy/mrgprivacy.html
",Thomas Marianacci,Managing Partner,2/13/2026
20250111,"Adept ID, Inc.","184 HIGH ST , BOSTON , MA , 02110-3001 , United States",privacy@adept-id.com,www.adept-id.com,https://www.adept-id.com/opt-out-preferences/,7819154660,Kat Sievers,"AdeptID brokers the following categories of data in connection with its offering of its People Search:

name, address, e-mail address, role, company name, company type, telephone number, date of birth or age, general geographic location, job title and description, job history and experience, industry, education history, social media handles (including Github or similar platforms), social media profile summaries, job summaries, education summaries, sex, interests, skills, professional certifications, languages spoken and proficiency, inferred salary and years of experience, and profiles we generate based on the foregoing categories of information",Yes,No,,,0,,N/A,Kat Sievers,DPO,4/13/2026
20250109,Leadpsace Inc,"530 LYTTON AVE , PALO ALTO , CA , 94301-1556 , United States",compliance_privacy@leadspace.com,www.leadspace.com,https://www.leadspace.com/do-not-sell-form,18555323772,Itai Levanon,"Categories of Data Processed and Transferred by Leadspace
1. Personal Identification Data:
  Full Names
  Email addresses
  Phone numbers
2. Demographic Data:
  Occupation
  Education level
3. Professional Data:
  Job titles and skills
  Company names
 Work addresses
  Professional email addresses
  Industry sectors
4. Interaction Data:
  Engagement history with marketing campaigns
  Responses to surveys and forms
5. Device and Network Data:
  IP addresses
  Browser types and versions
6. Social Media Data:
  Publicly available social media profiles
  Social media interactions and preferences

Data Sources: Leadspace sources data from a variety of channels including public records, social media platforms, third-party data providers, direct surveys, and customer interactions.

Data Processing Activities: Data is processed for purposes such as data analysis, profiling, marketing, and customer segmentation. These activities help our clients better understand and engage with their target audiences.

Data Transfers: Leadspace transfers data to clients for providing services, marketing, and customer relationship management purposes. Additionally, data may be shared with third-party service providers who assist in data processing activities under strict confidentiality agreements.",No,No,,,0,,As described in ANNEX 2 of our DPA available at: https://www.leadspace.com/leadspace-data-processing-addendum/,Itai Levanon,"GM Israel, Head of RnD",3/11/2026
20250108,Salutary Data LLC.,"29 Locust Avenue , Lexington , MA , 02421 , United States",info@salutarydata.com,https://salutarydata.com/,https://salutarydata.com/privacy-opt-out-and-disclosure-form/,6179174084,Scott Gordon,"U.S. B2B contact profiles similar in nature to business card information including light company firmographics and publicly available background information like education, interests, and skills.",Yes,No,,,0,,Salutary Data aggregates its U.S. business contacts from established B2B suppliers and under formal license agreements where they warrant they have the right to license to our their data and it is compiled in accordance with the law.  We pass on these principles in our formal contracts with our customers.,Scott Gordon,CEO,12/10/2025
20250107,"BH MARKETING GROUP, LLC","3639 HARBOR BLVD , VENTURA , CA , 93001-4200 , United States",PRIVACY@usmarketinggrp.com,https://usmarketinggrp.com/,https://usmarketinggrp.com/privacy-policy/,8185747772,Arash Boudaghi,"Personal data, Employee data, Biometric data, Commercial information, Internet or other similar network activity.",Yes,No,,,0,,,Arash Boudaghi,CEO,12/3/2025
20250106,Data Partners Inc.,"12857 Banyan Creek Dr , Fort Myers , FL , 33908 , United States",cpc@datapartners.com,www.datapartners.com,https://datapartners.com/donotsellmyinformation/,2392678762,Scott Martin,"Personal Identifiers (such as actual names, physical, postal, and email addresses, landline and/or wireless telephone numbers, IP addresses); Personal Characteristics (such as age, gender, ethnicity, income, marital status); Property or Buying/Interest Activity (such as homeownership, boat owner, or “interest in golf”); Employment Information (such as category of profession, professional licensure); Education Information (such as level of education completed, college attendance, date of graduation); Inferences (profiles or models about a consumer reflecting the consumer’s preferences, characteristics, psychological tends, predispositions, behaviors, attitudes, intelligence, abilities and aptitudes)",Yes,No,,,0,,,Scott Martin,General Counsel,10/17/2025
